id,timestamp,vehicle_id,decision,traffic_density,network_quality,battery,speed,task_type,explanation
32,2026-06-24 14:11:23,vehicle_14,VEHICLE,LOW,MODERATE,43.75,12.77,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
33,2026-06-24 14:11:24,vehicle_15,VEHICLE,LOW,MODERATE,29.46,11.73,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
34,2026-06-24 14:11:24,vehicle_27,EDGE,HIGH,MODERATE,50.78,11.62,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
35,2026-06-24 14:11:24,vehicle_24,CLOUD,MEDIUM,MODERATE,74.79,19.24,obstacle_detection,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
36,2026-06-24 14:11:25,vehicle_15,CLOUD,HIGH,MODERATE,75.02,10.08,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
37,2026-06-24 14:11:25,vehicle_4,VEHICLE,HIGH,MODERATE,43.33,12.5,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
38,2026-06-24 14:11:25,vehicle_17,VEHICLE,HIGH,MODERATE,25.51,16.17,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
39,2026-06-24 14:11:25,vehicle_30,VEHICLE,LOW,MODERATE,72.55,8.08,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
40,2026-06-24 14:11:26,vehicle_22,VEHICLE,LOW,MODERATE,42.03,14.27,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
41,2026-06-24 14:11:26,vehicle_16,VEHICLE,LOW,MODERATE,84.55,15.72,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
42,2026-06-24 14:11:27,vehicle_2,EDGE,HIGH,MODERATE,45.51,6.9,obstacle_detection,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
43,2026-06-24 14:11:27,vehicle_17,CLOUD,LOW,MODERATE,35.82,9.1,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
44,2026-06-24 14:11:27,vehicle_29,CLOUD,HIGH,MODERATE,36.34,14.98,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
45,2026-06-24 14:11:28,vehicle_2,VEHICLE,LOW,MODERATE,53.98,15.34,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
46,2026-06-24 14:11:28,vehicle_5,EDGE,LOW,MODERATE,78.52,21.27,obstacle_detection,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
47,2026-06-24 14:11:28,vehicle_21,CLOUD,MEDIUM,MODERATE,57.8,12.54,obstacle_detection,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
48,2026-06-24 14:11:28,vehicle_18,CLOUD,LOW,MODERATE,38.79,17.93,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
49,2026-06-24 14:11:29,vehicle_20,VEHICLE,HIGH,MODERATE,53.67,19.26,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
50,2026-06-24 14:11:29,vehicle_5,EDGE,HIGH,MODERATE,84.48,19.47,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
51,2026-06-24 14:11:29,vehicle_10,VEHICLE,LOW,MODERATE,56.24,8.53,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
52,2026-06-24 14:12:03,vehicle_11,VEHICLE,HIGH,MODERATE,30.68,10.73,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
53,2026-06-24 14:12:04,vehicle_11,EDGE,HIGH,MODERATE,39.32,15.6,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
54,2026-06-24 14:12:04,vehicle_14,VEHICLE,LOW,MODERATE,45.57,20.44,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
55,2026-06-24 14:12:04,vehicle_6,VEHICLE,LOW,MODERATE,68.25,13.29,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
56,2026-06-24 14:12:05,vehicle_19,VEHICLE,LOW,MODERATE,88.5,7.54,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
57,2026-06-24 14:12:05,vehicle_14,VEHICLE,LOW,MODERATE,73.16,17.46,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
58,2026-06-24 14:12:05,vehicle_20,EDGE,MEDIUM,MODERATE,71.23,12.75,obstacle_detection,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
59,2026-06-24 14:12:06,vehicle_24,VEHICLE,HIGH,MODERATE,50.75,15.74,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
60,2026-06-24 14:12:06,vehicle_2,VEHICLE,LOW,MODERATE,95.33,16.79,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
61,2026-06-24 14:12:06,vehicle_17,CLOUD,HIGH,MODERATE,29.98,20.1,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
62,2026-06-24 14:12:07,vehicle_29,VEHICLE,MEDIUM,MODERATE,69.77,6.25,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
63,2026-06-24 14:12:07,vehicle_13,VEHICLE,MEDIUM,MODERATE,74.03,21.6,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
64,2026-06-24 14:12:07,vehicle_7,VEHICLE,LOW,MODERATE,61.28,15.57,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
65,2026-06-24 14:12:08,vehicle_3,VEHICLE,LOW,MODERATE,69.05,16.39,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
66,2026-06-24 14:12:08,vehicle_9,CLOUD,HIGH,MODERATE,94.11,16.02,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
67,2026-06-24 14:12:08,vehicle_22,EDGE,HIGH,MODERATE,94.36,5.96,obstacle_detection,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
68,2026-06-24 14:12:09,vehicle_6,EDGE,HIGH,MODERATE,83.31,20.42,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
69,2026-06-24 14:12:09,vehicle_7,VEHICLE,HIGH,MODERATE,97.53,17.75,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
70,2026-06-24 14:12:09,vehicle_18,EDGE,MEDIUM,MODERATE,70.26,20.77,obstacle_detection,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
71,2026-06-24 14:12:10,vehicle_4,VEHICLE,MEDIUM,MODERATE,58.59,11.44,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
72,2026-06-24 14:12:10,vehicle_1,CLOUD,HIGH,MODERATE,23.71,19.09,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
73,2026-06-24 14:12:10,vehicle_13,CLOUD,LOW,MODERATE,79.2,5.76,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
74,2026-06-24 14:12:11,vehicle_20,EDGE,MEDIUM,MODERATE,99.84,13.99,obstacle_detection,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
75,2026-06-24 14:12:11,vehicle_18,VEHICLE,MEDIUM,MODERATE,91.3,18.25,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
76,2026-06-24 14:12:11,vehicle_8,VEHICLE,MEDIUM,MODERATE,35.09,7.45,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
77,2026-06-24 14:12:11,vehicle_17,VEHICLE,MEDIUM,MODERATE,47.8,19.88,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
78,2026-06-24 14:12:12,vehicle_25,VEHICLE,LOW,MODERATE,37.27,14.43,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
79,2026-06-24 14:12:12,vehicle_17,VEHICLE,HIGH,MODERATE,45.29,15.27,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
80,2026-06-24 14:12:13,vehicle_5,VEHICLE,HIGH,MODERATE,72.22,17.66,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
81,2026-06-24 14:12:13,vehicle_8,EDGE,HIGH,MODERATE,34.28,16.32,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
82,2026-06-24 14:12:13,vehicle_11,CLOUD,LOW,MODERATE,68.45,6.46,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
83,2026-06-24 14:12:14,vehicle_2,VEHICLE,LOW,MODERATE,33.92,16.45,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
84,2026-06-24 14:12:14,vehicle_14,VEHICLE,LOW,MODERATE,69.59,10.36,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
85,2026-06-24 14:12:14,vehicle_18,VEHICLE,MEDIUM,MODERATE,73.79,7.0,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
86,2026-06-24 14:12:15,vehicle_26,VEHICLE,LOW,MODERATE,84.28,13.74,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
87,2026-06-24 14:12:15,vehicle_2,VEHICLE,MEDIUM,MODERATE,22.92,13.09,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
88,2026-06-24 14:12:15,vehicle_26,VEHICLE,LOW,MODERATE,52.39,20.41,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
89,2026-06-24 14:12:16,vehicle_13,EDGE,HIGH,MODERATE,23.17,19.94,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
90,2026-06-24 14:12:16,vehicle_18,VEHICLE,HIGH,MODERATE,48.53,9.04,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
91,2026-06-24 14:12:16,vehicle_1,CLOUD,LOW,MODERATE,33.58,6.79,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
92,2026-06-24 14:12:16,vehicle_15,EDGE,MEDIUM,MODERATE,23.86,12.84,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
93,2026-06-24 14:12:17,vehicle_11,VEHICLE,HIGH,MODERATE,84.18,10.25,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
94,2026-06-24 14:12:17,vehicle_18,VEHICLE,MEDIUM,MODERATE,61.46,14.42,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
95,2026-06-24 14:12:17,vehicle_5,VEHICLE,MEDIUM,MODERATE,32.88,9.55,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
96,2026-06-24 14:12:18,vehicle_26,VEHICLE,LOW,MODERATE,98.07,8.39,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
97,2026-06-24 14:12:18,vehicle_21,CLOUD,HIGH,MODERATE,51.81,18.99,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
98,2026-06-24 14:12:18,vehicle_13,VEHICLE,LOW,MODERATE,59.42,15.39,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
99,2026-06-24 14:12:19,vehicle_17,VEHICLE,LOW,MODERATE,61.49,9.05,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
100,2026-06-24 14:12:19,vehicle_18,CLOUD,MEDIUM,MODERATE,35.92,15.13,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
101,2026-06-24 14:12:19,vehicle_24,EDGE,LOW,MODERATE,86.39,5.61,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
102,2026-06-24 14:12:55,vehicle_15,CLOUD,HIGH,MODERATE,55.53,10.63,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
103,2026-06-24 14:12:55,vehicle_18,EDGE,MEDIUM,MODERATE,60.53,15.21,obstacle_detection,Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
104,2026-06-24 14:12:56,vehicle_28,CLOUD,MEDIUM,MODERATE,46.21,14.27,obstacle_detection,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
105,2026-06-24 14:12:56,vehicle_23,EDGE,HIGH,MODERATE,38.19,19.57,obstacle_detection,"High traffic density increases local congestion risk. | Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload."
106,2026-06-24 14:12:56,vehicle_10,VEHICLE,MEDIUM,MODERATE,50.39,14.17,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
107,2026-06-24 14:12:57,vehicle_7,VEHICLE,LOW,MODERATE,28.29,9.53,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
108,2026-06-24 14:12:57,vehicle_10,CLOUD,HIGH,MODERATE,95.33,19.63,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
109,2026-06-24 14:12:57,vehicle_17,CLOUD,MEDIUM,MODERATE,31.14,14.74,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
110,2026-06-24 14:12:58,vehicle_6,VEHICLE,LOW,MODERATE,88.45,10.43,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
111,2026-06-24 14:12:58,vehicle_24,VEHICLE,MEDIUM,MODERATE,80.83,17.6,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
112,2026-06-24 14:12:58,vehicle_10,VEHICLE,MEDIUM,MODERATE,75.83,11.12,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
113,2026-06-24 14:12:59,vehicle_6,VEHICLE,MEDIUM,MODERATE,58.77,9.8,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
114,2026-06-24 14:12:59,vehicle_26,VEHICLE,LOW,MODERATE,63.1,11.43,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
115,2026-06-24 14:12:59,vehicle_20,CLOUD,MEDIUM,MODERATE,92.44,19.08,obstacle_detection,Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
116,2026-06-24 14:13:00,vehicle_23,VEHICLE,LOW,MODERATE,35.81,17.77,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
117,2026-06-24 14:13:00,vehicle_25,CLOUD,MEDIUM,MODERATE,30.43,14.68,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation."
118,2026-06-24 14:13:00,vehicle_14,EDGE,HIGH,MODERATE,80.69,18.77,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
119,2026-06-24 14:13:00,vehicle_12,VEHICLE,LOW,MODERATE,71.87,12.52,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
120,2026-06-24 14:13:01,vehicle_12,EDGE,HIGH,MODERATE,50.71,7.14,obstacle_detection,High traffic density increases local congestion risk. | Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | EDGE was selected to reduce latency while avoiding vehicle overload.
121,2026-06-24 14:13:01,vehicle_24,VEHICLE,MEDIUM,MODERATE,93.25,5.65,obstacle_detection,Low vehicle speed indicates possible congestion. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
122,2026-06-24 14:13:01,vehicle_22,VEHICLE,LOW,MODERATE,37.05,17.3,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
123,2026-06-24 14:13:02,vehicle_25,VEHICLE,MEDIUM,MODERATE,68.14,11.24,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
124,2026-06-24 14:13:02,vehicle_22,VEHICLE,LOW,MODERATE,98.55,13.69,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
125,2026-06-24 14:13:02,vehicle_10,VEHICLE,LOW,MODERATE,58.96,8.09,obstacle_detection,Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally.
126,2026-06-24 14:13:03,vehicle_30,CLOUD,HIGH,MODERATE,90.34,17.2,obstacle_detection,High traffic density increases local congestion risk. | Safety-critical task requires low-latency processing. | CLOUD was selected because remote processing can handle heavier computation.
127,2026-06-24 14:13:03,vehicle_21,VEHICLE,MEDIUM,MODERATE,37.35,16.7,obstacle_detection,"Vehicle battery is low, so local execution may be risky. | Safety-critical task requires low-latency processing. | VEHICLE was selected to avoid network dependency and process locally."
